Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Reliance Industries	-17827.19678	627.1296936	-15050339.22	-3.644109484	-219340.0796	178.9006694	-1627769.101	55.872194	-179.2420317	-684207.1489
TCS	-17849.04669	627.7600082	-15067063.16	-3.649338776	-219582.3105	179.0690204	-1629570.532	55.91630204	-179.4578612	-684964.8838
HDFC Bank	-17870.89661	628.3903227	-15083787.1	-3.654568067	-219824.5415	179.2373714	-1631371.963	55.96041008	-179.6736908	-685722.6187
Bharti Airtel	-17892.74652	629.0206372	-15100511.03	-3.659797359	-220066.7724	179.4057224	-1633173.394	56.00451813	-179.8895203	-686480.3537
ICICI Bank	-17914.59643	629.6509517	-15117234.97	-3.665026651	-220309.0033	179.5740735	-1634974.825	56.04862617	-180.1053498	-687238.0886
St Bk of India	-17936.44634	630.2812663	-15133958.91	-3.670255942	-220551.2343	179.7424245	-1636776.256	56.09273421	-180.3211794	-687995.8235
Life Insurance	-17958.29625	630.9115808	-15150682.85	-3.675485234	-220793.4652	179.9107755	-1638577.687	56.13684226	-180.5370089	-688753.5584
Infosys	-17980.14616	631.5418953	-15167406.79	-3.680714526	-221035.6962	180.0791265	-1640379.118	56.1809503	-180.7528384	-689511.2933
Hind. Unilever	-18001.99607	632.1722098	-15184130.72	-3.685943818	-221277.9271	180.2474776	-1642180.549	56.22505834	-180.9686679	-690269.0282
ITC	-18023.84598	632.8025244	-15200854.66	-3.691173109	-221520.158	180.4158286	-1643981.98	56.26916639	-181.1844975	-691026.7631
Larsen & Toubro	-18045.69589	633.4328389	-15217578.6	-3.696402401	-221762.389	180.5841796	-1645783.411	56.31327443	-181.400327	-691784.4981
Bajaj Finance	-18067.54581	634.0631534	-15234302.54	-3.701631693	-222004.6199	180.7525306	-1647584.842	56.35738247	-181.6161565	-692542.233
Maruti Suzuki	-18089.39572	634.6934679	-15251026.47	-3.706860984	-222246.8509	180.9208816	-1649386.273	56.40149052	-181.8319861	-693299.9679
HCL Technologies	-18111.24563	635.3237825	-15267750.41	-3.712090276	-222489.0818	181.0892327	-1651187.704	56.44559856	-182.0478156	-694057.7028
Adani Enterprises	-18133.09554	635.954097	-15284474.35	-3.717319568	-222731.3127	181.2575837	-1652989.136	56.4897066	-182.2636451	-694815.4377
Hindustan Aeronautics	-18154.94545	636.5844115	-15301198.29	-3.72254886	-222973.5437	181.4259347	-1654790.567	56.53381465	-182.4794747	-695573.1726
M & M	-18176.79536	637.2147261	-15317922.22	-3.727778151	-223215.7746	181.5942857	-1656591.998	56.57792269	-182.6953042	-696330.9076
Axis Bank	-18198.64527	637.8450406	-15334646.16	-3.733007443	-223458.0055	181.7626367	-1658393.429	56.62203073	-182.9111337	-697088.6425
Sun Pharma. Inds.	-18220.49518	638.4753551	-15351370.1	-3.738236735	-223700.2365	181.9309878	-1660194.86	56.66613878	-183.1269633	-697846.3774
Tata Motors	-18242.34509	639.1056696	-15368094.04	-3.743466026	-223942.4674	182.0993388	-1661996.291	56.71024682	-183.3427928	-698604.1123
NTPC	-18264.19501	639.7359842	-15384817.97	-3.748695318	-224184.6984	182.2676898	-1663797.722	56.75435486	-183.5586223	-699361.8472
ONGC	-18286.04492	640.3662987	-15401541.91	-3.75392461	-224426.9293	182.4360408	-1665599.153	56.79846291	-183.7744519	-700119.5821
Kotak Mahindra Bank	-18307.89483	640.9966132	-15418265.85	-3.759153902	-224669.1602	182.6043918	-1667400.584	56.84257095	-183.9902814	-700877.3171
Avenue Supermarts	-18329.74474	641.6269277	-15434989.79	-3.764383193	-224911.3912	182.7727429	-1669202.015	56.88667899	-184.2061109	-701635.052
UltraTech Cement	-18351.59465	642.2572423	-15451713.73	-3.769612485	-225153.6221	182.9410939	-1671003.446	56.93078703	-184.4219405	-702392.7869
Titan Company	-18373.44456	642.8875568	-15468437.66	-3.774841777	-225395.853	183.1094449	-1672804.877	56.97489508	-184.63777	-703150.5218
Adani Ports	-18395.29447	643.5178713	-15485161.6	-3.780071068	-225638.084	183.2777959	-1674606.308	57.01900312	-184.8535995	-703908.2567
Power Grid Corporation	-18417.14438	644.1481858	-15501885.54	-3.78530036	-225880.3149	183.4461469	-1676407.739	57.06311116	-185.0694291	-704665.9916
Coal India	-18438.9943	644.7785004	-15518609.48	-3.790529652	-226122.5459	183.614498	-1678209.17	57.10721921	-185.2852586	-705423.7265
Tata Steel	-18460.84421	645.4088149	-15535333.41	-3.795758944	-226364.7768	183.782849	-1680010.601	57.15132725	-185.5010881	-706181.4615
JSW Steel	-18482.69412	646.0391294	-15552057.35	-3.800988235	-226607.0077	183.9512	-1681812.032	57.19543529	-185.7169176	-706939.1964
HDFC Life Insurance	-18504.54403	646.6694439	-15568781.29	-3.806217527	-226849.2387	184.119551	-1683613.464	57.23954334	-185.9327472	-707696.9313
Tech Mahindra	-18526.39394	647.2997585	-15585505.23	-3.811446819	-227091.4696	184.287902	-1685414.895	57.28365138	-186.1485767	-708454.6662
SBI Life Insurance	-18548.24385	647.930073	-15602229.16	-3.81667611	-227333.7006	184.4562531	-1687216.326	57.32775942	-186.3644062	-709212.4011
Grasim Industries	-18570.09376	648.5603875	-15618953.1	-3.821905402	-227575.9315	184.6246041	-1689017.757	57.37186747	-186.5802358	-709970.136
Wipro	-18591.94367	649.190702	-15635677.04	-3.827134694	-227818.1624	184.7929551	-1690819.188	57.41597551	-186.7960653	-710727.871
Divi's Laboratories	-18613.79358	649.8210166	-15652400.98	-3.832363986	-228060.3934	184.9613061	-1692620.619	57.46008355	-187.0118948	-711485.6059
Hero MotoCorp	-18635.6435	650.4513311	-15669124.92	-3.837593277	-228302.6243	185.1296571	-1694422.05	57.5041916	-187.2277244	-712243.3408
Cipla	-18657.49341	651.0816456	-15685848.85	-3.842822569	-228544.8552	185.2980082	-1696223.481	57.54829964	-187.4435539	-713001.0757
Britannia Industries	-18679.34332	651.7119601	-15702572.79	-3.848051861	-228787.0862	185.4663592	-1698024.912	57.59240768	-187.6593834	-713758.8106
Dabur India	-18701.19323	652.3422747	-15719296.73	-3.853281152	-229029.3171	185.6347102	-1699826.343	57.63651573	-187.875213	-714516.5455
Adani Green Energy	-18723.04314	652.9725892	-15736020.67	-3.858510444	-229271.5481	185.8030612	-1701627.774	57.68062377	-188.0910425	-715274.2804
SBI Cards & Payment	-18744.89305	653.6029037	-15752744.6	-3.863739736	-229513.779	185.9714122	-1703429.205	57.72473181	-188.306872	-716032.0154
Bajaj Finserv	-18766.74296	654.2332182	-15769468.54	-3.868969028	-229756.0099	186.1397633	-1705230.636	57.76883986	-188.5227016	-716789.7503
Ambuja Cements	-18788.59287	654.8635328	-15786192.48	-3.874198319	-229998.2409	186.3081143	-1707032.067	57.8129479	-188.7385311	-717547.4852
Dr. Reddy's Lab	-18810.44279	655.4938473	-15802916.42	-3.879427611	-230240.4718	186.4764653	-1708833.498	57.85705594	-188.9543606	-718305.2201
Vedanta	-18832.2927	656.1241618	-15819640.35	-3.884656903	-230482.7028	186.6448163	-1710634.929	57.90116399	-189.1701902	-719062.955
Apollo Hospitals	-18854.14261	656.7544764	-15836364.29	-3.889886194	-230724.9337	186.8131673	-1712436.36	57.94527203	-189.3860197	-719820.6899
Bank of Baroda	-18875.99252	657.3847909	-15853088.23	-3.895115486	-230967.1646	186.9815184	-1714237.791	57.98938007	-189.6018492	-720578.4249
Eicher Motors	-18897.84243	658.0151054	-15869812.17	-3.900344778	-231209.3956	187.1498694	-1716039.223	58.03348812	-189.8176788	-721336.1598
Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Reliance Industries	-18919.69234	658.6454199	-15886536.11	-3.90557407	-231451.6265	187.3182204	-1717840.654	58.07759616	-190.0335083	-722093.8947
TCS	-18941.54225	659.2757345	-15903260.04	-3.910803361	-231693.8574	187.4865714	-1719642.085	58.1217042	-190.2493378	-722851.6296
HDFC Bank	-18963.39216	659.906049	-15919983.98	-3.916032653	-231936.0884	187.6549224	-1721443.516	58.16581224	-190.4651673	-723609.3645
Bharti Airtel	-18985.24207	660.5363635	-15936707.92	-3.921261945	-232178.3193	187.8232735	-1723244.947	58.20992029	-190.6809969	-724367.0994
ICICI Bank	-19007.09199	661.166678	-15953431.86	-3.926491236	-232420.5503	187.9916245	-1725046.378	58.25402833	-190.8968264	-725124.8344
St Bk of India	-19028.9419	661.7969926	-15970155.79	-3.931720528	-232662.7812	188.1599755	-1726847.809	58.29813637	-191.1126559	-725882.5693
Life Insurance	-19050.79181	662.4273071	-15986879.73	-3.93694982	-232905.0121	188.3283265	-1728649.24	58.34224442	-191.3284855	-726640.3042
Infosys	-19072.64172	663.0576216	-16003603.67	-3.942179112	-233147.2431	188.4966776	-1730450.671	58.38635246	-191.544315	-727398.0391
Hind. Unilever	-19094.49163	663.6879361	-16020327.61	-3.947408403	-233389.474	188.6650286	-1732252.102	58.4304605	-191.7601445	-728155.774
ITC	-19116.34154	664.3182507	-16037051.54	-3.952637695	-233631.705	188.8333796	-1734053.533	58.47456855	-191.9759741	-728913.5089
Larsen & Toubro	-19138.19145	664.9485652	-16053775.48	-3.957866987	-233873.9359	189.0017306	-1735854.964	58.51867659	-192.1918036	-729671.2438
Bajaj Finance	-19160.04136	665.5788797	-16070499.42	-3.963096279	-234116.1668	189.1700816	-1737656.395	58.56278463	-192.4076331	-730428.9788
Maruti Suzuki	-19181.89127	666.2091942	-16087223.36	-3.96832557	-234358.3978	189.3384327	-1739457.826	58.60689268	-192.6234627	-731186.7137
HCL Technologies	-19203.74119	666.8395088	-16103947.29	-3.973554862	-234600.6287	189.5067837	-1741259.257	58.65100072	-192.8392922	-731944.4486
Adani Enterprises	-19225.5911	667.4698233	-16120671.23	-3.978784154	-234842.8596	189.6751347	-1743060.688	58.69510876	-193.0551217	-732702.1835
Hindustan Aeronautics	-19247.44101	668.1001378	-16137395.17	-3.984013445	-235085.0906	189.8434857	-1744862.119	58.73921681	-193.2709513	-733459.9184
M & M	-19269.29092	668.7304523	-16154119.11	-3.989242737	-235327.3215	190.0118367	-1746663.551	58.78332485	-193.4867808	-734217.6533
Axis Bank	-19291.14083	669.3607669	-16170843.05	-3.994472029	-235569.5525	190.1801878	-1748464.982	58.82743289	-193.7026103	-734975.3883
Sun Pharma. Inds.	-19312.99074	669.9910814	-16187566.98	-3.999701321	-235811.7834	190.3485388	-1750266.413	58.87154094	-193.9184399	-735733.1232
Tata Motors	-19334.84065	670.6213959	-16204290.92	-4.004930612	-236054.0143	190.5168898	-1752067.844	58.91564898	-194.1342694	-736490.8581
NTPC	-19356.69056	671.2517104	-16221014.86	-4.010159904	-236296.2453	190.6852408	-1753869.275	58.95975702	-194.3500989	-737248.593
ONGC	-19378.54048	671.882025	-16237738.8	-4.015389196	-236538.4762	190.8535918	-1755670.706	59.00386507	-194.5659285	-738006.3279
Kotak Mahindra Bank	-19400.39039	672.5123395	-16254462.73	-4.020618487	-236780.7071	191.0219429	-1757472.137	59.04797311	-194.781758	-738764.0628
Avenue Supermarts	-19422.2403	673.142654	-16271186.67	-4.025847779	-237022.9381	191.1902939	-1759273.568	59.09208115	-194.9975875	-739521.7978
UltraTech Cement	-19444.09021	673.7729685	-16287910.61	-4.031077071	-237265.169	191.3586449	-1761074.999	59.1361892	-195.213417	-740279.5327
Titan Company	-19465.94012	674.4032831	-16304634.55	-4.036306363	-237507.4	191.5269959	-1762876.43	59.18029724	-195.4292466	-741037.2676
Adani Ports	-19487.79003	675.0335976	-16321358.48	-4.041535654	-237749.6309	191.6953469	-1764677.861	59.22440528	-195.6450761	-741795.0025
Power Grid Corporation	-19509.63994	675.6639121	-16338082.42	-4.046764946	-237991.8618	191.863698	-1766479.292	59.26851333	-195.8609056	-742552.7374
Coal India	-19531.48985	676.2942267	-16354806.36	-4.051994238	-238234.0928	192.032049	-1768280.723	59.31262137	-196.0767352	-743310.4723
Tata Steel	-19553.33976	676.9245412	-16371530.3	-4.057223529	-238476.3237	192.2004	-1770082.154	59.35672941	-196.2925647	-744068.2072
JSW Steel	-19575.18968	677.5548557	-16388254.24	-4.062452821	-238718.5547	192.368751	-1771883.585	59.40083745	-196.5083942	-744825.9422
HDFC Life Insurance	-19597.03959	678.1851702	-16404978.17	-4.067682113	-238960.7856	192.537102	-1773685.016	59.4449455	-196.7242238	-745583.6771
Tech Mahindra	-19618.8895	678.8154848	-16421702.11	-4.072911405	-239203.0165	192.7054531	-1775486.447	59.48905354	-196.9400533	-746341.412
SBI Life Insurance	-19640.73941	679.4457993	-16438426.05	-4.078140696	-239445.2475	192.8738041	-1777287.879	59.53316158	-197.1558828	-747099.1469
Grasim Industries	-19662.58932	680.0761138	-16455149.99	-4.083369988	-239687.4784	193.0421551	-1779089.31	59.57726963	-197.3717124	-747856.8818
Wipro	-19684.43923	680.7064283	-16471873.92	-4.08859928	-239929.7093	193.2105061	-1780890.741	59.62137767	-197.5875419	-748614.6167
Divi's Laboratories	-19706.28914	681.3367429	-16488597.86	-4.093828571	-240171.9403	193.3788571	-1782692.172	59.66548571	-197.8033714	-749372.3517
Hero MotoCorp	-19728.13905	681.9670574	-16505321.8	-4.099057863	-240414.1712	193.5472082	-1784493.603	59.70959376	-198.019201	-750130.0866
Cipla	-19749.98897	682.5973719	-16522045.74	-4.104287155	-240656.4022	193.7155592	-1786295.034	59.7537018	-198.2350305	-750887.8215
Britannia Industries	-19771.83888	683.2276864	-16538769.67	-4.109516447	-240898.6331	193.8839102	-1788096.465	59.79780984	-198.45086	-751645.5564
Dabur India	-19793.68879	683.858001	-16555493.61	-4.114745738	-241140.864	194.0522612	-1789897.896	59.84191789	-198.6666896	-752403.2913
Adani Green Energy	-19815.5387	684.4883155	-16572217.55	-4.11997503	-241383.095	194.2206122	-1791699.327	59.88602593	-198.8825191	-753161.0262
SBI Cards & Payment	-19837.38861	685.11863	-16588941.49	-4.125204322	-241625.3259	194.3889633	-1793500.758	59.93013397	-199.0983486	-753918.7612
Bajaj Finserv	-19859.23852	685.7489445	-16605665.42	-4.130433613	-241867.5569	194.5573143	-1795302.189	59.97424202	-199.3141782	-754676.4961
Ambuja Cements	-19881.08843	686.3792591	-16622389.36	-4.135662905	-242109.7878	194.7256653	-1797103.62	60.01835006	-199.5300077	-755434.231
Dr. Reddy's Lab	-19902.93834	687.0095736	-16639113.3	-4.140892197	-242352.0187	194.8940163	-1798905.051	60.0624581	-199.7458372	-756191.9659
Vedanta	-19924.78825	687.6398881	-16655837.24	-4.146121489	-242594.2497	195.0623673	-1800706.482	60.10656615	-199.9616667	-756949.7008
Apollo Hospitals	-19946.63817	688.2702026	-16672561.18	-4.15135078	-242836.4806	195.2307184	-1802507.913	60.15067419	-200.1774963	-757707.4357
Bank of Baroda	-19968.48808	688.9005172	-16689285.11	-4.156580072	-243078.7115	195.3990694	-1804309.344	60.19478223	-200.3933258	-758465.1706
Eicher Motors	-19990.33799	689.5308317	-16706009.05	-4.161809364	-243320.9425	195.5674204	-1806110.775	60.23889028	-200.6091553	-759222.9056
Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Reliance Industries	-20012.1879	690.1611462	-16722732.99	-4.167038655	-243563.1734	195.7357714	-1807912.207	60.28299832	-200.8249849	-759980.6405
TCS	-20034.03781	690.7914607	-16739456.93	-4.172267947	-243805.4044	195.9041224	-1809713.638	60.32710636	-201.0408144	-760738.3754
HDFC Bank	-20055.88772	691.4217753	-16756180.86	-4.177497239	-244047.6353	196.0724735	-1811515.069	60.37121441	-201.2566439	-761496.1103
Bharti Airtel	-20077.73763	692.0520898	-16772904.8	-4.182726531	-244289.8662	196.2408245	-1813316.5	60.41532245	-201.4724735	-762253.8452
ICICI Bank	-20099.58754	692.6824043	-16789628.74	-4.187955822	-244532.0972	196.4091755	-1815117.931	60.45943049	-201.688303	-763011.5801
St Bk of India	-20121.43745	693.3127188	-16806352.68	-4.193185114	-244774.3281	196.5775265	-1816919.362	60.50353854	-201.9041325	-763769.3151
Life Insurance	-20143.28737	693.9430334	-16823076.61	-4.198414406	-245016.5591	196.7458776	-1818720.793	60.54764658	-202.1199621	-764527.05
Infosys	-20165.13728	694.5733479	-16839800.55	-4.203643697	-245258.79	196.9142286	-1820522.224	60.59175462	-202.3357916	-765284.7849
Hind. Unilever	-20186.98719	695.2036624	-16856524.49	-4.208872989	-245501.0209	197.0825796	-1822323.655	60.63586267	-202.5516211	-766042.5198
ITC	-20208.8371	695.833977	-16873248.43	-4.214102281	-245743.2519	197.2509306	-1824125.086	60.67997071	-202.7674507	-766800.2547
Larsen & Toubro	-20230.68701	696.4642915	-16889972.37	-4.219331573	-245985.4828	197.4192816	-1825926.517	60.72407875	-202.9832802	-767557.9896
Bajaj Finance	-20252.53692	697.094606	-16906696.3	-4.224560864	-246227.7137	197.5876327	-1827727.948	60.76818679	-203.1991097	-768315.7246
Maruti Suzuki	-20274.38683	697.7249205	-16923420.24	-4.229790156	-246469.9447	197.7559837	-1829529.379	60.81229484	-203.4149393	-769073.4595
HCL Technologies	-20296.23674	698.3552351	-16940144.18	-4.235019448	-246712.1756	197.9243347	-1831330.81	60.85640288	-203.6307688	-769831.1944
Adani Enterprises	-20318.08666	698.9855496	-16956868.12	-4.240248739	-246954.4066	198.0926857	-1833132.241	60.90051092	-203.8465983	-770588.9293
Hindustan Aeronautics	-20339.93657	699.6158641	-16973592.05	-4.245478031	-247196.6375	198.2610367	-1834933.672	60.94461897	-204.0624279	-771346.6642
M & M	-20361.78648	700.2461786	-16990315.99	-4.250707323	-247438.8684	198.4293878	-1836735.103	60.98872701	-204.2782574	-772104.3991
Axis Bank	-20383.63639	700.8764932	-17007039.93	-4.255936615	-247681.0994	198.5977388	-1838536.535	61.03283505	-204.4940869	-772862.134
Sun Pharma. Inds.	-20405.4863	701.5068077	-17023763.87	-4.261165906	-247923.3303	198.7660898	-1840337.966	61.0769431	-204.7099164	-773619.869
Tata Motors	-20427.33621	702.1371222	-17040487.8	-4.266395198	-248165.5612	198.9344408	-1842139.397	61.12105114	-204.925746	-774377.6039
NTPC	-20449.18612	702.7674367	-17057211.74	-4.27162449	-248407.7922	199.1027918	-1843940.828	61.16515918	-205.1415755	-775135.3388
ONGC	-20471.03603	703.3977513	-17073935.68	-4.276853782	-248650.0231	199.2711429	-1845742.259	61.20926723	-205.357405	-775893.0737
Kotak Mahindra Bank	-20492.88594	704.0280658	-17090659.62	-4.282083073	-248892.2541	199.4394939	-1847543.69	61.25337527	-205.5732346	-776650.8086
Avenue Supermarts	-20514.73586	704.6583803	-17107383.56	-4.287312365	-249134.485	199.6078449	-1849345.121	61.29748331	-205.7890641	-777408.5435
UltraTech Cement	-20536.58577	705.2886948	-17124107.49	-4.292541657	-249376.7159	199.7761959	-1851146.552	61.34159136	-206.0048936	-778166.2785
Titan Company	-20558.43568	705.9190094	-17140831.43	-4.297770948	-249618.9469	199.9445469	-1852947.983	61.3856994	-206.2207232	-778924.0134
Adani Ports	-20580.28559	706.5493239	-17157555.37	-4.30300024	-249861.1778	200.112898	-1854749.414	61.42980744	-206.4365527	-779681.7483
Power Grid Corporation	-20602.1355	707.1796384	-17174279.31	-4.308229532	-250103.4088	200.281249	-1856550.845	61.47391549	-206.6523822	-780439.4832
Coal India	-20623.98541	707.8099529	-17191003.24	-4.313458824	-250345.6397	200.4496	-1858352.276	61.51802353	-206.8682118	-781197.2181
Tata Steel	-20645.83532	708.4402675	-17207727.18	-4.318688115	-250587.8706	200.617951	-1860153.707	61.56213157	-207.0840413	-781954.953
JSW Steel	-20667.68523	709.070582	-17224451.12	-4.323917407	-250830.1016	200.786302	-1861955.138	61.60623962	-207.2998708	-782712.6879
HDFC Life Insurance	-20689.53515	709.7008965	-17241175.06	-4.329146699	-251072.3325	200.9546531	-1863756.569	61.65034766	-207.5157004	-783470.4229
Tech Mahindra	-20711.38506	710.331211	-17257898.99	-4.33437599	-251314.5634	201.1230041	-1865558	61.6944557	-207.7315299	-784228.1578
SBI Life Insurance	-20733.23497	710.9615256	-17274622.93	-4.339605282	-251556.7944	201.2913551	-1867359.431	61.73856375	-207.9473594	-784985.8927
Grasim Industries	-20755.08488	711.5918401	-17291346.87	-4.344834574	-251799.0253	201.4597061	-1869160.863	61.78267179	-208.163189	-785743.6276
Wipro	-20776.93479	712.2221546	-17308070.81	-4.350063866	-252041.2563	201.6280571	-1870962.294	61.82677983	-208.3790185	-786501.3625
